7.3855e-05 317.84506906837635
7.8947e-05 339.03384023986814
8.4389e-05 361.6296827047971
9.0207e-05 385.73386927334036
9.6426e-05 411.4427538833281
0.00010307 438.8478557225499
0.00011018 468.1099044078396
0.00011777 499.27750437732806
0.00012589 532.546253239416
0.00013457 568.0284426690102
0.00014385 605.8761020584536
0.00015377 646.2398181790026
0.00016437 689.26883719719
0.0001757 735.1514501673191
0.00018781 784.0738551731994
0.00020076 836.2605373779951
0.0002146 891.8935052460279
0.00022939 951.1924298546778
0.00024521 1014.4538700075319
0.00026211 1081.8513295687803
0.00028018 1153.7145442461901
0.0002995 1230.328246767234
0.00032014 1311.9331673107297
0.00034222 1398.9627366064528
0.00036581 1491.6461417664498
0.00039103 1590.402066050156
0.00041798 1695.5632949995768
0.0004468 1807.6096619466327
0.0004776 1926.8920535416707
0.00051053 2053.905238681254
0.00054572 2189.0542417199017
0.00058334 2332.8811810267753
0.00062356 2485.9093741709944
0.00066654 2648.6061960208694
0.0007125 2821.643557285933
0.00076161 3005.4762142908494
0.00081412 3200.8315346570353
0.00087024 3408.2561721232396
0.00093024 3628.478050409576
0.00099437 3862.1079899901456
0.0010629 4109.787146913726
0.0011362 4372.456128514127
0.0012145 4650.476612995906
0.0012983 4945.099417890149
0.0013878 5256.439011172945
0.0014834 5585.224940798653
0.0015857 5932.763783760464
0.001695 6299.227704328286
0.0018119 6685.661682577645
0.0019368 7092.2757033440585
0.0020703 7519.785731787521
0.002213 7968.723313312809
0.0023656 8439.696115581633
0.0025286 8932.474084256666
0.002703 9448.105155936672
0.0028893 9985.847337724384
0.0030885 10546.107386667225
0.0033014 11128.394787095489
0.003529 11732.419994344007
0.0037723 12357.437537482607
0.0040324 13002.539975210895
0.0043103 13666.157625903648
0.0046075 14347.346704950505
0.0049251 15043.625262525426
0.0049581 15114.135915435425
0.0049912 15184.517766967067
0.0050246 15255.191095238788
0.0050582 15325.937764581551
0.0050921 15396.961791751773
0.0051261 15467.839193054084
0.0051604 15538.981942868082
0.0051949 15610.176111486304
0.0052297 15681.621544977368
0.0052647 15753.106357275748
0.0052999 15824.62544691731
0.0053353 15896.173715413894
0.005371 15967.946588234998
0.0054069 16039.73633924371
0.0054431 16111.73626338752
0.0054795 16183.740797867533
0.0055162 16255.941096665583
0.0055531 16328.133778457972
0.0055902 16400.3138370092
0.0056276 16472.66920295182
0.0056653 16545.19162061945
0.0057031 16617.4914001656
0.0057413 16690.135763335475
0.0057797 16762.736148181008
0.0058184 16835.47505994391
0.0058573 16908.158002145596
0.0058965 16980.965297262504
0.0059359 17053.704708604317
0.0059756 17126.55436959874
0.0060156 17199.50613633564
0.0060558 17272.37118448548
0.0060963 17345.324347908994
0.0061371 17418.357536222597
0.0061781 17491.285369302695
0.0062195 17564.455541351344
0.0062611 17637.50654260091
0.006303 17710.607673415914
0.0063451 17783.578193065117
0.0063876 17856.756796933347
0.0064303 17929.79118211043
0.0064733 18002.846200538486
0.0065166 18075.913974381572
0.0065602 18148.98665349829
0.0066041 18222.056366442914
0.0066482 18294.95017912154
0.0066927 18367.990311911566
0.0067375 18441.00254806209
0.0067825 18513.817337736957
0.0068279 18586.750009802083
0.0068736 18659.62990117062
0.0069196 18732.448771211457
0.0069658 18805.04186904741
0.0070124 18877.715274218437
0.0070593 18950.303123088623
0.0071066 19022.950299510096
0.0071541 19095.34154650984
0.0072019 19167.62300313031
0.0072501 19239.936099302806
0.0072986 19312.12105412095
0.0073474 19384.16993926591
0.0073966 19456.220715710217
0.0074461 19528.117296448087
0.0074959 19599.851879624726
0.007546 19671.416709565456
0.0075965 19742.94511746278
0.0076473 19814.285994294212
0.0076984 19885.43172774137
0.0077499 19956.512173852047
0.0078018 20027.516193582996
0.007854 20098.297702483716
0.0079065 20168.849298156547
0.0079594 20239.296198512755
0.0080126 20309.496122546207
0.0080662 20379.571971671307
0.0081202 20449.51292440651
0.0081745 20519.180524173138
0.0082292 20588.694198742014
0.0082842 20657.918052780784
0.0083396 20726.968903992303
0.0083954 20795.835370371056
0.0084516 20864.506057668947
0.0085081 20932.84927834392
0.008565 21000.976558164934
0.0086223 21068.876677311506
0.00868 21136.53847618113
0.008738 21203.83544685449
0.0087965 21270.98861900085
0.0088553 21337.757447148724
0.0089146 21404.358144258847
0.0089742 21470.555266705498
0.0090342 21536.451002794092
0.0090946 21602.034684609924
0.0091555 21667.402436705455
0.0092167 21732.329075700003
0.0092784 21797.016353895902
0.0093404 21861.24424515093
0.0094029 21925.20968258725
0.0094658 21988.798281670868
0.0095291 22051.999968244745
0.0095929 22114.902731094884
0.009657 22177.29949673613
0.0097216 22239.375165379435
0.0097866 22301.022080929764
0.0098521 22362.323624150493
0.009918 22423.174847396724
0.0099843 22483.566377096206
0.010051 22543.488947013684
0.010118 22602.845431086193
0.010186 22662.237561775062
0.010254 22720.77924428881
0.010323 22779.318838668736
0.010392 22836.995505398678
0.010461 22893.81554655556
0.010531 22950.589398625725
0.010602 23007.284968685657
0.010673 23063.090446953192
0.010744 23118.01143071593
0.010816 23172.808440903464
0.010888 23226.707509492717
0.010961 23280.444476387725
0.011034 23333.270580665117
0.011108 23385.89697877489
0.011183 23438.292537385234
0.011257 23489.066546110163
0.011333 23540.265369195822
0.011408 23589.856053396023
0.011485 23639.81048816944
0.011562 23688.800842805344
0.011639 23736.834381795255
0.011717 23784.523634283414
0.011795 23831.24605585874
0.011874 23877.589698546944
0.011953 23922.957122943433
0.012033 23967.911986829877
0.012114 24012.42531127756
0.012195 24055.937294909934
0.012276 24098.456324285242
